"airportName","country","IATACode","fullName","latitude","longitude","units","source"
"Des Moines [DSM]","United States","DSM","Des Moines International","41.53","-93.66","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Dortmund [DTM]","Germany","DTM","Dortmund","51.52","7.61","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Detroit [DTW]","United States","DTW","Detroit Metro Wayne County","42.21","-83.35","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Dublin [DUB]","Ireland","DUB","Dublin","53.42","-6.27","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Dunedin [DUD]","New Zealand","DUD","Dunedin","-45.93","170.2","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Douglas [DUG]","United States","DUG","Bisbee Douglas International","31.47","-109.6","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Oudtshoorn [DUH]","South Africa","DUH","Oudtshoorn","-33.61","22.19","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Dumai [DUM]","Indonesia","DUM","Pinang Kampai","1.61","101.43","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Durban [DUR]","South Africa","DUR","Durban International","-29.97","30.95","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Duesseldorf [DUS]","Germany","DUS","Dusseldorf","51.29","6.77","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Unalaska [DUT]","United States","DUT","Unalaska","53.9","-166.54","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Phoenix [DVT]","United States","DVT","Deer Valley","33.69","-112.08","degrees N and E","http://www.convertunits.com/distance/airport/"
"Dubai [DXB]","United Arab Emirates","DXB","Dubai International","25.25","55.36","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Abilene [DYS]","United States","DYS","Dyess Air Force Base","32.42","-99.85","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Dushanbe [DYU]","Tajikistan","DYU","Dushanbe","38.54","68.83","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Dzaoudzi [DZA]","Mayotte Island","DZA","Dzaoudzi Pamanzi","-12.8","45.28","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Dzhezkazgan [DZH]","Kazakhstan","DZH","Zhezkazgan","47.71","67.73","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Nejran [EAM]","Saudi Arabia","EAM","Nejran","17.61","44.42","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"San Sebastian [EAS]","Spain","EAS","San Sebastian","43.36","-1.79","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Marina Di Campo [EBA]","Italy","EBA","Marina Di Campo","42.76","10.24","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Entebbe [EBB]","Uganda","EBB","Entebbe International","0.04","32.44","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"El Obeid [EBD]","Sudan","EBD","El Obeid","13.15","30.23","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Esbjerg [EBJ]","Denmark","EBJ","Esbjerg","55.53","8.55","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"El Borma [EBM]","Tunisia","EBM","El Borma","31.7","9.25","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"St.-Etienne [EBU]","France","EBU","Boutheon","45.54","4.3","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Elizabeth City [ECG]","United States","ECG","Elizabeth City Cgas Regional","36.26","-76.17","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Anchorage [EDF]","United States","EDF","Elmendorf Air Force Base","61.25","-149.81","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Edinburgh [EDI]","United Kingdom","EDI","Edinburgh","55.95","-3.37","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Eldoret [EDL]","Kenya","EDL","Eldoret International","0.4","35.24","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"La Roche-Sur-Yon [EDM]","France","EDM","Les Ajoncs","46.7","-1.38","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Edwards Air Force Base [EDW]","United States","EDW","Edwards Air Force Base","34.91","-117.88","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Houston [EFD]","United States","EFD","Ellington Field","29.61","-95.16","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Keffallinia [EFL]","Greece","EFL","Kefallinia","38.12","20.5","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Bergerac [EGC]","France","EGC","Roumaniere","44.83","0.52","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Eagle Pass [EGP]","United States","EGP","Eagle Pass Municipal","28.7","-100.48","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Egilsstadir [EGS]","Iceland","EGS","Egilsstadir","65.28","-14.4","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"El Bolson [EHL]","Argentina","EHL","El Bolson","-41.94","-71.53","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Cape Newenham [EHM]","United States","EHM","Cape Newenham Lrrs","58.65","-162.06","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Fairbanks [EIL]","United States","EIL","Eielson Air Force Base","64.67","-147.1","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Eindhoven [EIN]","Netherlands","EIN","Eindhoven","51.45","5.37","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Roadtown/Beef Island [EIS]","Virgin Islands","EIS","Terrance B Lettsome International","18.44","-64.54","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Barrancabermeja [EJA]","Colombia","EJA","Yariguies","7.02","-73.81","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Wejh [EJH]","Saudi Arabia","EJH","Wejh","26.2","36.48","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Elkins [EKN]","United States","EKN","Elkins Randolph County Jennings Randolph","38.89","-79.86","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"El Dorado [ELD]","United States","ELD","South Arkansas Regional At Goodwin Field","33.22","-92.81","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"El Fasher [ELF]","Sudan","ELF","El Fasher","13.62","25.32","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"El Golea [ELG]","Algeria","ELG","El Golea","30.57","2.86","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"North Eleuthera [ELH]","Bahamas","ELH","North Eleuthera","25.48","-76.68","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Ellisras [ELL]","South Africa","ELL","Ellisras","-23.73","27.69","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"El Paso [ELP]","United States","ELP","El Paso International","31.81","-106.38","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Gassim [ELQ]","Saudi Arabia","ELQ","Gassim","26.3","43.77","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"East London [ELS]","South Africa","ELS","East London","-33.04","27.83","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"El-Tor [ELT]","Egypt","ELT","El Tor","28.21","33.65","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"East Midlands [EMA]","United Kingdom","EMA","East Midlands","52.83","-1.33","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Emden [EME]","Germany","EME","Emden","53.39","7.23","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Nema [EMN]","Mauritania","EMN","Nema","16.62","-7.31","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"El Maiten [EMX]","Argentina","EMX","El Maiten","-42.03","-71.17","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Kenai [ENA]","United States","ENA","Kenai Municipal","60.57","-151.25","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Nancy [ENC]","France","ENC","Essey","48.69","6.23","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Enid [END]","United States","END","Vance Air Force Base","36.34","-97.92","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Ende [ENE]","Indonesia","ENE","H Hasan Aroeboesman","-8.85","121.66","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Enontekio [ENF]","Finland","ENF","Enontekio","68.36","23.42","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Enniskillen [ENK]","United Kingdom","ENK","St Angelo","54.4","-7.65","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Enschede [ENS]","Netherlands","ENS","Twenthe","52.27","6.87","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Enugu [ENU]","Nigeria","ENU","Enugu","6.47","7.56","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Wendover [ENV]","United States","ENV","Wendover","40.72","-114.03","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Medellin [EOH]","Colombia","EOH","Olaya Herrera","6.22","-75.59","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Epinal [EPL]","France","EPL","Mirecourt","48.32","6.07","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Esquel [EQS]","Argentina","EQS","Esquel","-42.91","-71.14","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Erzincan [ERC]","Turkey","ERC","Erzincan","39.71","39.53","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Erfurt [ERF]","Germany","ERF","Erfurt","50.98","10.96","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Er-Rachidia [ERH]","Morocco","ERH","Moulay Ali Cherif","31.95","-4.4","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Erzurum [ERZ]","Turkey","ERZ","Erzurum","39.96","41.17","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Ankara [ESB]","Turkey","ESB","Esenboga","40.13","33","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Ensenada [ESE]","Mexico","ESE","General Alberto L Salinas C International","31.8","-116.6","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Alexandria [ESF]","United States","ESF","Esler Regional","31.39","-92.3","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Shoreham By Sea [ESH]","United Kingdom","ESH","Shoreham","50.84","-0.3","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Eskisehir [ESK]","Turkey","ESK","Eskisehir","39.78","30.58","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Essen [ESS]","Germany","ESS","Essen Mulheim","51.4","6.94","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Elat [ETH]","Israel","ETH","Eilat","29.56","34.96","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Metz [ETZ]","France","ETZ","Metz Nancy Lorraine","48.98","6.25","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Oranjestad [EUX]","Antilles","EUX","F D Roosevelt","17.5","-62.98","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Evenes [EVE]","Norway","EVE","Evenes","68.49","16.68","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Sveg [EVG]","Sweden","EVG","Sveg","62.05","14.42","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Yerevan [EVN]","Armenia","EVN","Zvartnots","40.15","44.4","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"New Bern [EWN]","United States","EWN","Craven County Regional","35.07","-77.04","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Newark [EWR]","United States","EWR","Newark Liberty International","40.69","-74.17","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Exeter [EXT]","United Kingdom","EXT","Exeter","50.73","-3.41","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Key West [EYW]","United States","EYW","Key West International","24.56","-81.76","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Buenos Aires [EZE]","Argentina","EZE","Ministro Pistarini International Airport","-34.82","-58.54","degrees N and E","amee/defra 2008"
"Elazig [EZS]","Turkey","EZS","Elazig","38.61","39.29","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Faranah [FAA]","Guinea","FAA","Faranah","10.04","-10.77","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Farnborough [FAB]","United Kingdom","FAB","Farnborough","51.28","-0.78","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Vagar [FAE]","Faroe Islands","FAE","Vagar","62.06","-7.28","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Fort Eustis [FAF]","United States","FAF","Felker Army Air Field","37.13","-76.61","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Fairbanks [FAI]","United States","FAI","Fairbanks International","64.82","-147.86","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Fajardo [FAJ]","Puerto Rico","FAJ","Diego Jimenez Torres","18.31","-65.66","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Lista [FAN]","Norway","FAN","Lista","58.1","6.63","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Faro [FAO]","Portugal","FAO","Faro","37.01","-7.97","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Fresno [FAT]","United States","FAT","Fresno Yosemite International","36.78","-119.72","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Fakarava [FAV]","French Polynesia","FAV","Fakarava","-16.05","-145.66","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Fort Wainwright [FBK]","United States","FBK","Wainwright Army Air Field","64.84","-147.61","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Lubumashi [FBM]","Zaire","FBM","Lubumbashi International","-11.59","27.53","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Oslo [FBU]","Norway","FBU","Oslo Fornebu","59.9","10.62","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Rome [FCO]","Italy","FCO","Fiumicino","41.81","12.25","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Fort Carson [FCS]","United States","FCS","Butts Army Air Field","38.68","-104.76","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Fort-De-France [FDF]","Antilles","FDF","Le Lamentin","14.59","-61","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Friedrichshafen [FDH]","Germany","FDH","Friedrichshafen","47.67","9.51","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Bandoundu [FDU]","Zaire","FDU","Bandundu","-3.31","17.38","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Fuerstenfeldbruck [FEL]","Germany","FEL","Furstenfeldbruck","48.21","11.27","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Fernando Do Noronha [FEN]","Brazil","FEN","Fernando De Noronha","-3.85","-32.42","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Fez [FEZ]","Morocco","FEZ","Saiss","33.93","-4.98","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Fairford [FFD]","United Kingdom","FFD","Fairford","51.68","-1.79","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Dayton [FFO]","United States","FFO","Wright Patterson Air Force Base","39.83","-84.05","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Fort Huachuca [FHU]","United States","FHU","Sierra Vista Municipal/Libby Army Air Field","31.59","-110.34","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
